x,y,wave.1,wave.2,wave.3,wave.4
-120.33333400000001,34.166666,15.089999198913574,2.509999990463257,7.37999963760376,298.2699890136719
-120.16666725,34.166666,13.219999313354492,2.240000009536743,7.429999828338623,292.0199890136719
-120.0000005,34.166666,8.59999942779541,1.8199999332427979,7.679999828338623,285.5400085449219
-119.83333375,34.166666,5.159999847412109,1.5899999141693115,7.779999732971191,282.0899963378906
-119.66666699999999,34.166666,3.9800000190734863,1.4499999284744263,7.819999694824219,279.9700012207031
-120.33333400000001,33.9999995,15.429999351501465,2.5199999809265137,7.349999904632568,304.8800048828125
-120.16666725,33.9999995,14.59999942779541,2.309999942779541,7.21999979019165,301.2099914550781
-120.0000005,33.9999995,11.34999942779541,1.71999990940094,7.339999675750732,298.7200012207031
-119.83333375,33.9999995,7.25,0.8299999833106995,15.279999732971191,180.3199920654297
-119.66666699999999,33.9999995,3.119999885559082,0.550000011920929,15.279999732971191,181.70999145507812
-120.33333400000001,33.833333,14.50999927520752,2.5199999809265137,7.549999713897705,306.0099792480469
-120.16666725,33.833333,14.90999984741211,2.319999933242798,7.319999694824219,301.0799865722656
-120.0000005,33.833333,13.4399995803833,2.109999895095825,7.069999694824219,296.5799865722656
-119.83333375,33.833333,11.679999351501465,1.8299999237060547,6.799999713897705,290.1399841308594
-119.66666699999999,33.833333,6.12999963760376,1.4199999570846558,6.87999963760376,283.8399963378906
